customer,st,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
FY62633,Oregon,M,Bachelor,911226.66,0,90,0,Personal Auto,Four-Door Car,432
CU36986,California,F,High School or Below,416516.66,55897,104,0,Personal Auto,Four-Door Car,499
WZ53904,Arizona,M,Bachelor,265998.06,21297,71,0,Personal Auto,Four-Door Car,45
AA71604,Arizona,F,Master,1198659.21,87560,98,1,Personal Auto,Two-Door Car,470
TD10493,Oregon,F,High School or Below,289873.27,0,96,4,Personal Auto,Four-Door Car,691
LY97989,Oregon,F,Bachelor,289424.39,0,85,0,Personal Auto,Four-Door Car,408
VX39856,Arizona,F,Doctor,350045.44,89398,86,0,Personal Auto,Four-Door Car,82
TP51897,California,F,College,262180.86,36843,68,3,Corporate Auto,Four-Door Car,357
QQ89253,Oregon,F,College,1022180.5,0,134,0,Personal Auto,SUV,643
EI91403,California,M,High School or Below,257827.1,34946,65,0,Personal Auto,Two-Door Car,420
QG15435,Arizona,F,College,624259.57,75680,78,0,Personal Auto,Four-Door Car,136
FZ55002,Nevada,F,Doctor,522028.1,0,69,0,Personal Auto,Four-Door Car,331
HX77930,Washington,F,College,313643.21,49532,79,1,Personal Auto,Four-Door Car,220
UN37063,Arizona,M,Bachelor,452536.58,10269,65,0,Personal Auto,Two-Door Car,170
VB87946,California,M,College,497035.73,49714,63,3,Personal Auto,Four-Door Car,266
AB60627,California,M,High School or Below,1546778.9,77517,129,0,Corporate Auto,SUV,98
TA34903,Oregon,M,High School or Below,583889.92,81082,73,0,Personal Auto,Four-Door Car,281
AQ51368,Oregon,F,Bachelor,1065688.2,72540,88,0,Corporate Auto,Two-Door Car,631
NZ26102,Oregon,F,High School or Below,228961.87,0,65,0,Personal Auto,Four-Door Car,468
GB45753,California,M,High School or Below,543980.42,61546,68,0,Corporate Auto,Two-Door Car,29
BV79904,California,F,Master,795615.01,44818,67,1,Personal Auto,Two-Door Car,136
OB49075,Arizona,M,Bachelor,445811.34,17622,65,1,Personal Auto,Four-Door Car,312
DS97676,Oregon,F,College,255505.15,0,72,0,Personal Auto,Four-Door Car,518
JO63462,California,M,Bachelor,330799.9,79797,84,0,Corporate Auto,Two-Door Car,31
NJ10602,Washington,F,College,845905.32,92717,70,0,Personal Auto,Two-Door Car,224
RS24501,Oregon,F,College,1335012.09,28919,173,0,Personal Auto,SUV,830
VT78274,Arizona,M,College,493122.13,0,68,0,Personal Auto,Four-Door Car,480
SU56153,Nevada,M,Bachelor,777683.52,63568,65,0,Corporate Auto,Two-Door Car,390
MN20737,Nevada,F,College,255367.22,73935,64,1,Corporate Auto,Four-Door Car,72
KL43114,Arizona,F,High School or Below,487646.97,0,66,0,Corporate Auto,Two-Door Car,316
YQ15567,Oregon,F,Bachelor,903430.58,18846,115,0,Personal Auto,SUV,552
TR88637,Arizona,F,High School or Below,810591.08,38893,103,0,Personal Auto,SUV,41
TC88986,Oregon,M,High School or Below,561968.91,0,153,0,Special Auto,SUV,1027
XX88577,California,M,Bachelor,1572713.06,84824,196,0,Corporate Auto,SUV,319
NE49052,California,F,High School or Below,661801.64,20068,86,0,Corporate Auto,Four-Door Car,411
KX17826,Oregon,M,Doctor,467004.8,0,125,0,Corporate Auto,SUV,600
CC91503,Arizona,F,High School or Below,1016936.98,0,135,0,Personal Auto,Luxury,648
WH32183,California,M,Bachelor,832307.4,97245,70,0,Personal Auto,Four-Door Car,4
ES90681,California,F,College,241776.0,51808,61,1,Personal Auto,Four-Door Car,351
DW96592,California,M,Bachelor,804487.24,71391,67,0,Personal Auto,Four-Door Car,284
MT23134,Oregon,M,High School or Below,532572.45,0,73,0,Personal Auto,Two-Door Car,496
BM69081,Arizona,M,Bachelor,694752.4,0,100,0,Personal Auto,SUV,925
MB90871,Oregon,F,College,584741.52,23496,77,0,Special Auto,Four-Door Car,13
GT62080,Washington,M,High School or Below,Unknown,55561,63,0,Personal Auto,Four-Door Car,227
QL77686,Nevada,F,College,472478.61,23986,119,0,Corporate Auto,SUV,463
ON77827,Arizona,F,Master,279022.8,22974,71,0,Personal Auto,Four-Door Car,180
KP18988,Oregon,F,High School or Below,2153133.28,0,101,0,Personal Auto,Four-Door Car,484
TI92884,Arizona,M,Bachelor,1262283.27,61844,106,0,Personal Auto,Luxury,508
JH73503,Arizona,M,Doctor,2017196.15,24804,73,0,Personal Auto,Two-Door Car,350
YE97964,California,F,Bachelor,1646436.59,27760,104,0,Personal Auto,SUV,302
VA30351,Oregon,F,High School or Below,559538.99,74454,71,0,Personal Auto,Four-Door Car,340
PV55726,Oregon,F,Master,417068.73,29462,107,1,Personal Auto,SUV,513
UC88305,Arizona,F,College,266544.71,52266,68,0,Corporate Auto,Two-Door Car,141
TS53809,Oregon,M,Bachelor,709891.41,0,70,0,Personal Auto,Two-Door Car,349
ZV32120,California,M,Doctor,397134.51,23599,103,0,Corporate Auto,SUV,494
FB80807,Oregon,M,Bachelor,552821.28,36088,72,0,Personal Auto,Four-Door Car,345
AS55677,California,F,High School or Below,833899.58,70534,104,0,Personal Auto,Four-Door Car,54
WA15684,Oregon,M,College,3844585.59,27398,125,1,Personal Auto,SUV,600
SA50567,Nevada,M,Bachelor,544855.52,85296,68,0,Personal Auto,Four-Door Car,342
KJ31611,Arizona,M,High School or Below,1080806.6,31063,92,0,Personal Auto,Four-Door Car,441
VL37375,California,M,Bachelor,618509.65,0,92,0,Personal Auto,Two-Door Car,1027
KN21017,Nevada,M,High School or Below,320822.59,52367,81,0,Personal Auto,Four-Door Car,275
PX44289,Arizona,M,College,548010.41,58651,71,0,Personal Auto,Four-Door Car,472
AM97901,Nevada,F,College,2298615.39,84831,192,0,Special Auto,Luxury,1336
RE42925,Oregon,M,Bachelor,1310792.59,49088,114,1,Corporate Auto,SUV,547
TR81766,California,F,College,746292.63,70263,93,0,Corporate Auto,Two-Door Car,7
CH85057,Oregon,F,Doctor,1146399.1,45354,285,0,Personal Auto,Luxury,540
UP71482,Arizona,M,High School or Below,723613.25,0,63,0,Personal Auto,Four-Door Car,383
EG40670,California,F,Bachelor,623268.79,28334,83,0,Special Auto,Four-Door Car,537
HV83672,Oregon,F,Bachelor,2839332.99,38772,90,0,Personal Auto,Four-Door Car,321
MG10140,Oregon,F,College,374675.16,41479,94,1,Personal Auto,Two-Door Car,19
TC44716,California,M,Bachelor,2156933.73,23909,119,0,Personal Auto,SUV,571
QO65264,California,M,College,501208.37,48328,63,0,Personal Auto,Two-Door Car,108
EB66698,California,M,High School or Below,337185.84,86689,85,0,Corporate Auto,Two-Door Car,408
OT52034,California,M,Bachelor,386477.68,24204,99,1,Personal Auto,Four-Door Car,707
CH85444,Oregon,M,College,414571.19,25943,110,0,Corporate Auto,Two-Door Car,1067
PU85769,California,M,High School or Below,515607.27,0,73,0,Personal Auto,Four-Door Car,807
UI73201,California,M,College,366737.5,62375,92,0,Personal Auto,Two-Door Car,618
SL50592,California,F,High School or Below,783568.35,0,71,0,Corporate Auto,Four-Door Car,404
XP11075,Arizona,M,Bachelor,1456726.84,0,148,0,Personal Auto,SUV,710
SI31236,Oregon,M,Bachelor,1017133.9,70200,65,0,Corporate Auto,Four-Door Car,312
JN26745,Nevada,F,Bachelor,413577.52,0,112,0,Special Auto,Four-Door Car,707
VK48036,Oregon,F,College,551149.11,79027,70,0,Corporate Auto,Four-Door Car,336
JX76668,Washington,F,High School or Below,1131424.39,62935,141,0,Personal Auto,Luxury,232
DS45802,California,F,High School or Below,541461.73,26893,68,0,Personal Auto,Four-Door Car,68
OA96690,Oregon,F,High School or Below,742159.35,47406,94,1,Personal Auto,Four-Door Car,287
EM27919,California,M,Bachelor,445811.34,17622,65,1,Personal Auto,Four-Door Car,312
QO41043,Oregon,F,College,1447612.49,27572,124,0,Corporate Auto,SUV,595
OV50124,Oregon,F,College,493688.84,0,72,2,Personal Auto,Two-Door Car,391
PR31642,Oregon,F,Bachelor,452527.65,32802,114,0,Personal Auto,SUV,547
BU41599,Washington,F,Master,558176.13,62739,70,0,Personal Auto,Two-Door Car,239
TK30357,California,F,Bachelor,1413434.74,90844,118,0,Personal Auto,SUV,232
NF31087,Nevada,F,High School or Below,2472318.31,44685,69,0,Personal Auto,Four-Door Car,331
NH16984,California,F,Bachelor,283806.78,0,80,0,Personal Auto,Four-Door Car,336
OS75493,California,F,High School or Below,384848.36,42589,98,0,Corporate Auto,Four-Door Car,470
VT63298,Oregon,M,Bachelor,1950447.39,0,72,0,Personal Auto,Four-Door Car,345
QS75550,Washington,F,Bachelor,248004.59,93383,62,0,Corporate Auto,Two-Door Car,244
SZ16483,Arizona,F,High School or Below,436137.29,79583,109,2,Personal Auto,Four-Door Car,523
VM92311,Arizona,F,High School or Below,252907.75,89129,64,0,Personal Auto,Four-Door Car,328
NJ46849,Arizona,M,College,250444.48,0,69,0,Personal Auto,Four-Door Car,496
WZ31900,Oregon,F,Bachelor,864970.06,94389,107,0,Corporate Auto,SUV,85
RG30482,Oregon,F,College,1366835.53,0,197,0,Personal Auto,SUV,1418
ZM86949,Oregon,F,High School or Below,2063508.46,84106,64,0,Personal Auto,Two-Door Car,334
QQ39596,Arizona,F,College,251753.36,0,69,0,Personal Auto,Four-Door Car,42
FH51383,California,F,High School or Below,532667.77,76717,66,0,Personal Auto,Two-Door Car,300
BJ53923,Arizona,M,High School or Below,260027.21,51978,66,0,Corporate Auto,Four-Door Car,144
CZ96653,Oregon,F,Bachelor,853479.28,47325,107,0,Personal Auto,SUV,64
FB23788,Oregon,M,High School or Below,882883.5,86721,111,0,Corporate Auto,SUV,532
NT43594,Nevada,F,Bachelor,224844.96,24910,63,1,Personal Auto,Four-Door Car,347
RJ85627,Washington,F,Bachelor,1230276.24,43817,62,1,Personal Auto,Four-Door Car,245
KJ86296,Oregon,M,High School or Below,455659.3,0,73,2,Personal Auto,Four-Door Car,525
PI47776,Oregon,F,Bachelor,253070.51,89451,63,0,Corporate Auto,Four-Door Car,61
MD73554,California,M,College,525198.4,59537,66,0,Personal Auto,Two-Door Car,316
UX92071,Oregon,M,High School or Below,674311.93,0,199,0,Personal Auto,Luxury,955
YG44474,Oregon,M,College,1401472.13,54193,117,0,Corporate Auto,SUV,720
UH45301,Oregon,M,College,943891.56,86946,118,0,Personal Auto,Four-Door Car,340
RY92647,California,F,Bachelor,1050677.17,0,92,0,Personal Auto,Four-Door Car,546
IK12620,Arizona,F,High School or Below,421391.86,12160,109,0,Personal Auto,Four-Door Car,489
GQ66762,California,M,College,477368.64,33701,63,0,Personal Auto,Four-Door Car,171
YT69858,Washington,F,Bachelor,544142.01,85702,67,0,Personal Auto,Two-Door Car,249
XD85577,California,M,Bachelor,284226.69,69417,73,1,Personal Auto,Four-Door Car,30
TM65736,Oregon,M,Master,305955.03,38644,78,1,Personal Auto,Four-Door Car,361
VJ51327,California,F,High School or Below,2031499.76,63209,102,2,Personal Auto,SUV,207
GS98873,Arizona,F,Bachelor,323912.47,16061,88,0,Personal Auto,Four-Door Car,633
CW49887,California,F,Master,462680.11,79487,114,0,Special Auto,SUV,547
MY31220,California,F,College,899704.02,54230,112,0,Personal Auto,Two-Door Car,537
